sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Darbuotojai išvyko į komandiruotę.;Darbuotojai išvyko komandiruotei.; ;;ChatGPT;
48;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Vykstame oficialaus vizito.;Vykstame oficialiam vizitui.; ;;vlkk;
49;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Reikalinga sekretorė, mokanti užsienio kalbų.;Reikalinga sekretorė, mokanti užsienio kalbas.; ;;vlkk;
50;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Visi mes darome klaidų.;Visi mes darome klaidas.; ;;vlkk;
51;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašom atnešti du juodos kavos ir vieną arbatos.;Prašom atnešti dvi juodas kavas ir vieną arbatą.; ;;vlkk;
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Bet kokia dozė gali sukelti atsitiktinių reiškinių – genetinių pokyčių ar vėžinių susirgimų.;Bet kokia dozė gali sukelti atsitiktinius reiškinius – genetinius pokyčius ar vėžinius susirgimus.; ; ;vlkk-extra;https://vlkk.lt/konsultacijos/978-galininkas-kilmininkas
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašau duoti arbatos.;Prašau duoti arbatą.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Paragavo vaisių mišinio.;Paragavo vaisių mišinį.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ji turi žinių apie projektą.;Ji turi žinias apie projektą.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Į arbatą įdėk medaus.;Į arbatą įdėk medų.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ar turite šviežių uogų?;Ar turite šviežias uogas?; ;;ChatGPT;
52;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Karšto vandens turime kartą per savaitę.;Karštą vandenį turime kartą per savaitę.; ;;vlkk;
53;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nedarinėk durų!;Nedarinėk duris!; ;;vlkk;
54;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Kodėl neužsisakėte mūsų žurnalo?;Kodėl neužsisakėte mūsų žurnalą?; ;;vlkk;
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprašyk manęs tokių dalykų.;Neprašyk mane tokių dalykų.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negirk pradžios, girk pabaigą.;Negirk pradžią, girk pabaigą.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nebandykite šio recepto.;Nebandykite šį receptą.;;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neužfiksavome triukšmo padidėjimo.;Neužfiksavome triukšmo padidėjimą.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neišgirdau tavo klausimo.;Neišgirdau tavo klausimą.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negalime užtikrinti tokios kokybės.;Negalime užtikrinti tokią kokybę.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprisimenu tų laikų.;Neprisimenu tuos laikus.; ;;ChatGPT;
55;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Šių užrašų nevadinčiau reportažu.;Šiuos užrašus nevadinčiau reportažu.; ;;vlkk;
56;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjo linų rauti.;Išėjo linus rauti.; ;;vlkk;
57;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Atvyko skaityti paskaitų.;Atvyko skaityti paskaitas.; ;;vlkk;
58;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Nuvažiavo atsiimti dokumentų.;Nuvažiavo atsiimti dokumentus.; ;;vlkk;
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjau parsivesti vaiko.;Išėjau parsivesti vaiką.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Vaikinas išėjo pieno nupirkti.;Vaikinas išėjo pieną nupirkti.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Mama atėjo knygų pasiimti.;Mama atėjo knygas pasiimti.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Įslinko pasiimti dokumentų iš kabineto.;Įslinko pasiimti dokumentus iš kabineto.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Ji nuvyko sumokėti sąskaitų į banką.;Ji nuvyko sumokėti sąskaitas į banką.; ;;ChatGPT;
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Užsuko giminių aplankyti.;Užsuko gimines aplankyti.; ;;ChatGPT;
59;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išjojo tėvynės ginti.;Išjojo tėvynę ginti.; ;;vlkk;
60;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Fonotekoje gausėja įrašų.;Fonoteka gausėja įrašais.; ;;vlkk;
61;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Kišenės prikimštos pinigų.;Kišenės prikimštos pinigais.; ;;vlkk;
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Stalas prikrautas bylų.;Stalas prikrautas bylomis.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Maistas prisotintas vitaminų.;Maistas prisotintas vitaminais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Širdis prisipildė sielvarto.;Širdis prisipildė sielvartu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Šaldytuvas pripildytas maisto produktų.;Šaldytuvas pripildytas maisto produktais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Talpykla prisotinta vandens.;Talpykla prisotinta vandeniu.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Spinta prikimšta drabužių.;Spinta prikimšta drabužiais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Virtuvė prisotinta kvapų.;Virtuvė prisotinta kvapais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Vaikų kambarys gausėja žaislų.;Vaikų kambarys gausėja žaislais.; ;;ChatGPT;
62;1;Use of Cases;5;3.5 Instrumental case;1;3.5.1. Instrumental case should not be used to express the object with verbs denoting fullness or increase.;1;;Lentynos prikrautos knygų.;Lentynos prikrautos knygomis.; ;;vlkk;
63;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Jis dosnus pažadų.;Jis dosnus pažadais.; ;;vlkk;
64;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Krašte gausu miškų ir upių.;Kraštas gausus miškais ir upėmis.; ;;vlkk;
65;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Praėjusį teatro sezoną buvo daug naujų spektaklių.;Praėjęs teatro sezonas buvo turtingas naujais spektakliais.; ;;vlkk;
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Renginys gausus svečių.;Renginys gausus svečiais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Miestas pilnas gyventojų.;Miestas pilnas gyventojais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Biblioteka turtinga knygų.;Biblioteka turtinga knygomis.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mano draugai turtingi patarimų.;Mano draugai turtingi patarimais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Šis stalas nukrautas vaisių.;Šis stalas nukrautas vaisiais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mamatė turtinga gerumo ir šilumos.;Mamatė turtinga gerumu ir  šiluma.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Koncertas turtingas remėjų.;Koncertas turtingas remėjais.; ;;ChatGPT;
66;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Ar esi turtingas pinigų?;Ar esi turtingas pinigais?; ;;vlkk;
67;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Bičiulis buvo priblokštas to įvykio. ;Bičiulis buvo priblokštas tuo įvykiu. ; ;;vlkk;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Mes sukrėsti jo nelaimių.;Mes sukrėsti jo nelaimėmis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Šalis užimta priešo pajėgų.;Šalis užimta priešo pajėgomis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikas buvo sužavėtas naujo žaislo.;Vaikas buvo sužavėtas nauju žaislu.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Miestas sukrėstas protestų.;Miestas sukrėstas protestais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Piešinys buvo įkvėptas gamtos vaizdų.;Piešinys buvo įkvėptas gamtos vaizdais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Ji buvo priblokšta savo pasiekimų.;Ji buvo priblokšta savo pasiekimais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Komanda buvo įkvėpta trenerio patarimų.;Komanda buvo įkvėpta trenerio patarimais.; ;;ChatGPT;
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikai yra išties sužavėti mokytojų pasakojimų.;Vaikai yra išties sužavėti mokytojų pasakojimais.; ;;ChatGPT;
