sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;TildeAI_TildeOpen-30b_correct_nll;TildeAI_TildeOpen-30b_incorrect_nll;TildeAI_TildeOpen-30b_certainty;TildeAI_TildeOpen-30b_decision
41.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje institute dirbo 83 darbuotojai.;Metų pradžiai institute dirbo 83 darbuotojai.; ;;vlkk;;9.223047256469727;9.487796783447266;0.26474952697753906;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Šią savaitę pristatyta 120 užsakymų.;Šiai savaitei pristatyta 120 užsakymų.; ;;ChatGPT;;9.12044620513916;9.003599166870117;-0.11684703826904297;incorrect
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje įstaiga skolų neturėjo.;Metų pradžiai įstaiga skolų neturėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;8.952698707580566;8.9497709274292;-0.0029277801513671875;incorrect
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki rugsėjo pabaigos užbaigta 75% projektų.;Rugsėjo pabaigai užbaigta 75% projektų.; ;;ChatGPT;;9.444721221923828;7.753432273864746;-1.691288948059082;incorrect
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki vakaro turime paruošti ataskaitą.;Vakarui turime paruošti ataskaitą.; ;;ChatGPT;;10.658928871154785;9.937602996826172;-0.7213258743286133;incorrect
42.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Išvažiavo vienai dienai.;Išvažiavo vieną dieną.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;10.518563270568848;10.48031997680664;-0.03824329376220703;incorrect
43.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Posėdį atidėjo kitai savaitei.;Posėdį atidėjo kitą savaitę.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;9.946276664733887;11.676980972290039;1.7307043075561523;correct
44.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Lėšų skyrė tik šiam mėnesiui.;Lėšų skyrė tik šį mėnesį.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;10.986572265625;12.522395133972168;1.535822868347168;correct
45.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Išėjo pietų.;Išėjo pietums.; ;;vlkk;;9.41169548034668;9.777907371520996;0.3662118911743164;correct
46.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Susirinko į posėdį.;Susirinko posėdžiui.; ;;vlkk;;8.219708442687988;6.942759037017822;-1.276949405670166;incorrect
47.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Teatras išvažiavo į gastroles.;Teatras išvažiavo gastrolėms.; ;;vlkk;;9.057500839233398;8.715167999267578;-0.3423328399658203;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Įvykio liudytojas buvo nuvežtas į apklausą.;Įvykio liudytojas buvo nuvežtas apklausai.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;8.658534049987793;8.519691467285156;-0.13884258270263672;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Šie ligoniai į tyrimus neatvyko.;Šie ligoniai tyrimams neatvyko.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;10.817978858947754;10.547393798828125;-0.2705850601196289;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Kvalifikacijos kelti buvo pasiųsti du žmonės.;Kvalifikacijai kelti buvo pasiųsti du žmonės.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;9.82485294342041;9.51941967010498;-0.3054332733154297;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Gavau kvietimą į iškilmingą vakarienę.;Gavau kvietimą iškilmingai vakarienei.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;7.809777736663818;7.493045330047607;-0.31673240661621094;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Meras kvietė glaudžiau bendradarbiauti.;Meras kvietė glaudesniam bendradarbiavimui.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;8.94430160522461;7.266132831573486;-1.678168773651123;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Mokiniai išvyko į ekskursiją.;Mokiniai išvyko ekskursijai.; ;;ChatGPT;;8.286818504333496;7.363402366638184;-0.9234161376953125;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Visi išėjo į šventę.;Visi išėjo šventei.; ;;ChatGPT;;9.836895942687988;10.619010925292969;0.7821149826049805;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Sportininkai važiavo į varžybas.;Sportininkai važiavo varžyboms.; ;;ChatGPT;;8.832275390625;9.34367561340332;0.5114002227783203;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Direktorius nuėjo į susitikimą su partneriais.;Direktorius nuėjo susitikimui su partneriais.; ;;ChatGPT;;9.933722496032715;10.266697883605957;0.3329753875732422;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Darbuotojai išvyko į komandiruotę.;Darbuotojai išvyko komandiruotei.; ;;ChatGPT;;8.166304588317871;7.197187423706055;-0.9691171646118164;incorrect
48.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Vykstame oficialaus vizito.;Vykstame oficialiam vizitui.; ;;vlkk;;8.35389232635498;8.350916862487793;-0.0029754638671875;incorrect
49.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Reikalinga sekretorė, mokanti užsienio kalbų.;Reikalinga sekretorė, mokanti užsienio kalbas.; ;;vlkk;;8.097494125366211;7.989988327026367;-0.10750579833984375;incorrect
50.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Visi mes darome klaidų.;Visi mes darome klaidas.; ;;vlkk;;10.416412353515625;10.134465217590332;-0.28194713592529297;incorrect
51.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašom atnešti du juodos kavos ir vieną arbatos.;Prašom atnešti dvi juodas kavas ir vieną arbatą.; ;;vlkk;;9.548158645629883;9.246065139770508;-0.302093505859375;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Bet kokia dozė gali sukelti atsitiktinių reiškinių – genetinių pokyčių ar vėžinių susirgimų.;Bet kokia dozė gali sukelti atsitiktinius reiškinius – genetinius pokyčius ar vėžinius susirgimus.; ; ;vlkk-extra;https://vlkk.lt/konsultacijos/978-galininkas-kilmininkas;6.843905925750732;7.9428253173828125;1.09891939163208;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašau duoti arbatos.;Prašau duoti arbatą.; ;;ChatGPT;;8.984078407287598;9.08928394317627;0.10520553588867188;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Paragavo vaisių mišinio.;Paragavo vaisių mišinį.; ;;ChatGPT;;10.875164985656738;9.875946044921875;-0.9992189407348633;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ji turi žinių apie projektą.;Ji turi žinias apie projektą.; ;;ChatGPT;;13.320119857788086;11.953807830810547;-1.366312026977539;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Į arbatą įdėk medaus.;Į arbatą įdėk medų.; ;;ChatGPT;;10.394857406616211;10.628652572631836;0.233795166015625;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ar turite šviežių uogų?;Ar turite šviežias uogas?; ;;ChatGPT;;10.841761589050293;10.495200157165527;-0.3465614318847656;incorrect
52.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Karšto vandens turime kartą per savaitę.;Karštą vandenį turime kartą per savaitę.; ;;vlkk;;11.469937324523926;11.219799995422363;-0.2501373291015625;incorrect
53.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nedarinėk durų!;Nedarinėk duris!; ;;vlkk;;7.546749591827393;8.727681159973145;1.180931568145752;correct
54.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Kodėl neužsisakėte mūsų žurnalo?;Kodėl neužsisakėte mūsų žurnalą?; ;;vlkk;;9.631671905517578;9.961536407470703;0.329864501953125;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprašyk manęs tokių dalykų.;Neprašyk mane tokių dalykų.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;10.364741325378418;11.014028549194336;0.649287223815918;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negirk pradžios, girk pabaigą.;Negirk pradžią, girk pabaigą.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;8.366473197937012;8.580636024475098;0.21416282653808594;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nebandykite šio recepto.;Nebandykite šį receptą.;;;ChatGPT;;8.619921684265137;8.912097930908203;0.2921762466430664;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neužfiksavome triukšmo padidėjimo.;Neužfiksavome triukšmo padidėjimą.; ;;ChatGPT;;7.7845001220703125;8.120570182800293;0.33607006072998047;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neišgirdau tavo klausimo.;Neišgirdau tavo klausimą.; ;;ChatGPT;;8.382330894470215;9.398162841796875;1.0158319473266602;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negalime užtikrinti tokios kokybės.;Negalime užtikrinti tokią kokybę.; ;;ChatGPT;;11.060586929321289;9.617755889892578;-1.442831039428711;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprisimenu tų laikų.;Neprisimenu tuos laikus.; ;;ChatGPT;;10.099342346191406;10.142642974853516;0.043300628662109375;correct
55.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Šių užrašų nevadinčiau reportažu.;Šiuos užrašus nevadinčiau reportažu.; ;;vlkk;;8.713471412658691;8.361529350280762;-0.3519420623779297;incorrect
56.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjo linų rauti.;Išėjo linus rauti.; ;;vlkk;;10.440329551696777;10.041913986206055;-0.39841556549072266;incorrect
57.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Atvyko skaityti paskaitų.;Atvyko skaityti paskaitas.; ;;vlkk;;9.942264556884766;11.278741836547852;1.336477279663086;correct
58.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Nuvažiavo atsiimti dokumentų.;Nuvažiavo atsiimti dokumentus.; ;;vlkk;;8.61028003692627;9.57718563079834;0.9669055938720703;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjau parsivesti vaiko.;Išėjau parsivesti vaiką.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;10.945842742919922;9.604488372802734;-1.3413543701171875;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Vaikinas išėjo pieno nupirkti.;Vaikinas išėjo pieną nupirkti.; ;;ChatGPT;;9.920519828796387;9.321331024169922;-0.5991888046264648;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Mama atėjo knygų pasiimti.;Mama atėjo knygas pasiimti.; ;;ChatGPT;;11.738109588623047;10.898420333862305;-0.8396892547607422;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Įslinko pasiimti dokumentų iš kabineto.;Įslinko pasiimti dokumentus iš kabineto.; ;;ChatGPT;;9.305642127990723;10.21794605255127;0.9123039245605469;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Ji nuvyko sumokėti sąskaitų į banką.;Ji nuvyko sumokėti sąskaitas į banką.; ;;ChatGPT;;9.711730003356934;9.734576225280762;0.022846221923828125;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Užsuko giminių aplankyti.;Užsuko gimines aplankyti.; ;;ChatGPT;;8.380722045898438;8.321657180786133;-0.05906486511230469;incorrect
