sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;google_gemma-3-27b-it_correct_nll;google_gemma-3-27b-it_incorrect_nll;google_gemma-3-27b-it_certainty;google_gemma-3-27b-it_decision
41.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje institute dirbo 83 darbuotojai.;Metų pradžiai institute dirbo 83 darbuotojai.; ;;vlkk;;3.251222610473633;4.266413688659668;1.0151910781860352;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Šią savaitę pristatyta 120 užsakymų.;Šiai savaitei pristatyta 120 užsakymų.; ;;ChatGPT;;4.106940269470215;4.499389171600342;0.39244890213012695;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje įstaiga skolų neturėjo.;Metų pradžiai įstaiga skolų neturėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;3.9577243328094482;5.002567768096924;1.0448434352874756;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki rugsėjo pabaigos užbaigta 75% projektų.;Rugsėjo pabaigai užbaigta 75% projektų.; ;;ChatGPT;;3.421444892883301;5.174914836883545;1.7534699440002441;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki vakaro turime paruošti ataskaitą.;Vakarui turime paruošti ataskaitą.; ;;ChatGPT;;3.5891003608703613;3.6782267093658447;0.0891263484954834;correct
42.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Išvažiavo vienai dienai.;Išvažiavo vieną dieną.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;5.30850887298584;4.714909553527832;-0.5935993194580078;incorrect
43.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Posėdį atidėjo kitai savaitei.;Posėdį atidėjo kitą savaitę.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;5.111774444580078;5.324594974517822;0.21282052993774414;correct
44.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Lėšų skyrė tik šiam mėnesiui.;Lėšų skyrė tik šį mėnesį.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;4.418395519256592;4.18001127243042;-0.23838424682617188;incorrect
45.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Išėjo pietų.;Išėjo pietums.; ;;vlkk;;6.606092929840088;7.395498275756836;0.789405345916748;correct
46.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Susirinko į posėdį.;Susirinko posėdžiui.; ;;vlkk;;4.335272789001465;4.717432022094727;0.3821592330932617;correct
47.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Teatras išvažiavo į gastroles.;Teatras išvažiavo gastrolėms.; ;;vlkk;;3.625631809234619;3.838142156600952;0.212510347366333;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Įvykio liudytojas buvo nuvežtas į apklausą.;Įvykio liudytojas buvo nuvežtas apklausai.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;3.4679722785949707;3.657697916030884;0.18972563743591309;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Šie ligoniai į tyrimus neatvyko.;Šie ligoniai tyrimams neatvyko.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;5.364648818969727;5.416801452636719;0.05215263366699219;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Kvalifikacijos kelti buvo pasiųsti du žmonės.;Kvalifikacijai kelti buvo pasiųsti du žmonės.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;4.721486568450928;5.0272088050842285;0.3057222366333008;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Gavau kvietimą į iškilmingą vakarienę.;Gavau kvietimą iškilmingai vakarienei.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;3.1496901512145996;4.285425662994385;1.1357355117797852;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Meras kvietė glaudžiau bendradarbiauti.;Meras kvietė glaudesniam bendradarbiavimui.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;4.8328423500061035;5.158084392547607;0.3252420425415039;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Mokiniai išvyko į ekskursiją.;Mokiniai išvyko ekskursijai.; ;;ChatGPT;;2.2993576526641846;3.705946445465088;1.4065887928009033;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Visi išėjo į šventę.;Visi išėjo šventei.; ;;ChatGPT;;4.335752487182617;5.550088882446289;1.2143363952636719;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Sportininkai važiavo į varžybas.;Sportininkai važiavo varžyboms.; ;;ChatGPT;;3.850839614868164;5.150157451629639;1.2993178367614746;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Direktorius nuėjo į susitikimą su partneriais.;Direktorius nuėjo susitikimui su partneriais.; ;;ChatGPT;;3.9274725914001465;4.695515155792236;0.7680425643920898;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Darbuotojai išvyko į komandiruotę.;Darbuotojai išvyko komandiruotei.; ;;ChatGPT;;2.374298572540283;3.2537600994110107;0.8794615268707275;correct
48.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Vykstame oficialaus vizito.;Vykstame oficialiam vizitui.; ;;vlkk;;5.457589626312256;5.306304931640625;-0.15128469467163086;incorrect
49.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Reikalinga sekretorė, mokanti užsienio kalbų.;Reikalinga sekretorė, mokanti užsienio kalbas.; ;;vlkk;;3.322694778442383;3.28702974319458;-0.035665035247802734;incorrect
50.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Visi mes darome klaidų.;Visi mes darome klaidas.; ;;vlkk;;3.1512410640716553;3.672532558441162;0.5212914943695068;correct
51.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašom atnešti du juodos kavos ir vieną arbatos.;Prašom atnešti dvi juodas kavas ir vieną arbatą.; ;;vlkk;;3.704413414001465;3.770272970199585;0.06585955619812012;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Bet kokia dozė gali sukelti atsitiktinių reiškinių – genetinių pokyčių ar vėžinių susirgimų.;Bet kokia dozė gali sukelti atsitiktinius reiškinius – genetinius pokyčius ar vėžinius susirgimus.; ; ;vlkk-extra;https://vlkk.lt/konsultacijos/978-galininkas-kilmininkas;3.4615306854248047;3.24112606048584;-0.22040462493896484;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašau duoti arbatos.;Prašau duoti arbatą.; ;;ChatGPT;;5.954459190368652;5.875942707061768;-0.07851648330688477;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Paragavo vaisių mišinio.;Paragavo vaisių mišinį.; ;;ChatGPT;;8.817289352416992;8.042057037353516;-0.7752323150634766;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ji turi žinių apie projektą.;Ji turi žinias apie projektą.; ;;ChatGPT;;6.859480381011963;6.300525665283203;-0.5589547157287598;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Į arbatą įdėk medaus.;Į arbatą įdėk medų.; ;;ChatGPT;;5.015657424926758;4.952680587768555;-0.06297683715820312;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ar turite šviežių uogų?;Ar turite šviežias uogas?; ;;ChatGPT;;4.247964382171631;4.542882442474365;0.2949180603027344;correct
52.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Karšto vandens turime kartą per savaitę.;Karštą vandenį turime kartą per savaitę.; ;;vlkk;;4.765305995941162;3.560426712036133;-1.2048792839050293;incorrect
53.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nedarinėk durų!;Nedarinėk duris!; ;;vlkk;;6.505642890930176;7.403263092041016;0.8976202011108398;correct
54.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Kodėl neužsisakėte mūsų žurnalo?;Kodėl neužsisakėte mūsų žurnalą?; ;;vlkk;;4.916479110717773;4.959470272064209;0.04299116134643555;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprašyk manęs tokių dalykų.;Neprašyk mane tokių dalykų.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;4.444175720214844;5.15344762802124;0.7092719078063965;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negirk pradžios, girk pabaigą.;Negirk pradžią, girk pabaigą.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.017475605010986;4.7281646728515625;-0.28931093215942383;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nebandykite šio recepto.;Nebandykite šį receptą.;;;ChatGPT;;5.788607597351074;6.787380218505859;0.9987726211547852;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neužfiksavome triukšmo padidėjimo.;Neužfiksavome triukšmo padidėjimą.; ;;ChatGPT;;4.203940391540527;4.006953239440918;-0.19698715209960938;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neišgirdau tavo klausimo.;Neišgirdau tavo klausimą.; ;;ChatGPT;;3.439521074295044;4.101117134094238;0.6615960597991943;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negalime užtikrinti tokios kokybės.;Negalime užtikrinti tokią kokybę.; ;;ChatGPT;;3.6589672565460205;3.7095108032226562;0.05054354667663574;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprisimenu tų laikų.;Neprisimenu tuos laikus.; ;;ChatGPT;;4.763644218444824;5.363814830780029;0.6001706123352051;correct
55.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Šių užrašų nevadinčiau reportažu.;Šiuos užrašus nevadinčiau reportažu.; ;;vlkk;;5.996898651123047;4.905173301696777;-1.0917253494262695;incorrect
56.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjo linų rauti.;Išėjo linus rauti.; ;;vlkk;;8.222269058227539;8.718555450439453;0.49628639221191406;correct
57.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Atvyko skaityti paskaitų.;Atvyko skaityti paskaitas.; ;;vlkk;;4.268040180206299;4.490688800811768;0.22264862060546875;correct
58.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Nuvažiavo atsiimti dokumentų.;Nuvažiavo atsiimti dokumentus.; ;;vlkk;;5.515270709991455;5.556965351104736;0.04169464111328125;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjau parsivesti vaiko.;Išėjau parsivesti vaiką.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;4.1327714920043945;4.360022068023682;0.2272505760192871;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Vaikinas išėjo pieno nupirkti.;Vaikinas išėjo pieną nupirkti.; ;;ChatGPT;;5.412684917449951;4.818972587585449;-0.593712329864502;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Mama atėjo knygų pasiimti.;Mama atėjo knygas pasiimti.; ;;ChatGPT;;4.630518436431885;4.725052356719971;0.09453392028808594;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Įslinko pasiimti dokumentų iš kabineto.;Įslinko pasiimti dokumentus iš kabineto.; ;;ChatGPT;;5.132559299468994;5.0934576988220215;-0.039101600646972656;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Ji nuvyko sumokėti sąskaitų į banką.;Ji nuvyko sumokėti sąskaitas į banką.; ;;ChatGPT;;4.761669635772705;5.099471092224121;0.337801456451416;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Užsuko giminių aplankyti.;Užsuko gimines aplankyti.; ;;ChatGPT;;5.053963661193848;5.486764430999756;0.4328007698059082;correct
