sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-30B-A3B_correct_nll;Qwen_Qwen3-30B-A3B_incorrect_nll;Qwen_Qwen3-30B-A3B_certainty;Qwen_Qwen3-30B-A3B_decision
41.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje institute dirbo 83 darbuotojai.;Metų pradžiai institute dirbo 83 darbuotojai.; ;;vlkk;;2.5572688579559326;3.0593185424804688;0.5020496845245361;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Šią savaitę pristatyta 120 užsakymų.;Šiai savaitei pristatyta 120 užsakymų.; ;;ChatGPT;;2.526984453201294;2.7818992137908936;0.2549147605895996;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Metų pradžioje įstaiga skolų neturėjo.;Metų pradžiai įstaiga skolų neturėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;3.035921335220337;3.6739578247070312;0.6380364894866943;correct
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki rugsėjo pabaigos užbaigta 75% projektų.;Rugsėjo pabaigai užbaigta 75% projektų.; ;;ChatGPT;;4.724940299987793;3.5082340240478516;-1.2167062759399414;incorrect
;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki vakaro turime paruošti ataskaitą.;Vakarui turime paruošti ataskaitą.; ;;ChatGPT;;5.4191131591796875;3.492572546005249;-1.9265406131744385;incorrect
42.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Išvažiavo vienai dienai.;Išvažiavo vieną dieną.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;4.035367965698242;3.051421880722046;-0.9839460849761963;incorrect
43.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Posėdį atidėjo kitai savaitei.;Posėdį atidėjo kitą savaitę.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;3.446901559829712;3.267510414123535;-0.17939114570617676;incorrect
44.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Lėšų skyrė tik šiam mėnesiui.;Lėšų skyrė tik šį mėnesį.;Veiksmo trukmei bei paskirčiai reikšti naudininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context.;vlkk;;4.180562496185303;4.054853439331055;-0.12570905685424805;incorrect
45.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Išėjo pietų.;Išėjo pietums.; ;;vlkk;;4.837247371673584;5.929320335388184;1.0920729637145996;correct
46.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Susirinko į posėdį.;Susirinko posėdžiui.; ;;vlkk;;3.8898773193359375;4.489473819732666;0.5995965003967285;correct
47.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Teatras išvažiavo į gastroles.;Teatras išvažiavo gastrolėms.; ;;vlkk;;4.140967845916748;4.266791343688965;0.1258234977722168;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Įvykio liudytojas buvo nuvežtas į apklausą.;Įvykio liudytojas buvo nuvežtas apklausai.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;2.6673338413238525;3.2598907947540283;0.5925569534301758;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Šie ligoniai į tyrimus neatvyko.;Šie ligoniai tyrimams neatvyko.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;4.610264301300049;5.6467180252075195;1.0364537239074707;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Kvalifikacijos kelti buvo pasiųsti du žmonės.;Kvalifikacijai kelti buvo pasiųsti du žmonės.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;2.8518247604370117;2.667882204055786;-0.18394255638122559;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Gavau kvietimą į iškilmingą vakarienę.;Gavau kvietimą iškilmingai vakarienei.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;3.2105283737182617;4.024937629699707;0.8144092559814453;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Meras kvietė glaudžiau bendradarbiauti.;Meras kvietė glaudesniam bendradarbiavimui.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;4.7033162117004395;4.1376752853393555;-0.565640926361084;incorrect
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Mokiniai išvyko į ekskursiją.;Mokiniai išvyko ekskursijai.; ;;ChatGPT;;2.193439483642578;3.0263776779174805;0.8329381942749023;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Visi išėjo į šventę.;Visi išėjo šventei.; ;;ChatGPT;;3.184948205947876;4.680521488189697;1.4955732822418213;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Sportininkai važiavo į varžybas.;Sportininkai važiavo varžyboms.; ;;ChatGPT;;3.0728862285614014;3.9071590900421143;0.8342728614807129;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Direktorius nuėjo į susitikimą su partneriais.;Direktorius nuėjo susitikimui su partneriais.; ;;ChatGPT;;2.8236238956451416;3.971574068069458;1.1479501724243164;correct
;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Darbuotojai išvyko į komandiruotę.;Darbuotojai išvyko komandiruotei.; ;;ChatGPT;;1.9183489084243774;3.0162103176116943;1.097861409187317;correct
48.0;1;Use of Cases;3;3.3 Dative case;4;3.3.4 Dative should not be used with verbs of motion to express purpose.;1;;Vykstame oficialaus vizito.;Vykstame oficialiam vizitui.; ;;vlkk;;6.663839817047119;6.069458961486816;-0.5943808555603027;incorrect
49.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Reikalinga sekretorė, mokanti užsienio kalbų.;Reikalinga sekretorė, mokanti užsienio kalbas.; ;;vlkk;;2.1995186805725098;2.745405912399292;0.5458872318267822;correct
50.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Visi mes darome klaidų.;Visi mes darome klaidas.; ;;vlkk;;5.8558268547058105;6.164960861206055;0.30913400650024414;correct
51.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašom atnešti du juodos kavos ir vieną arbatos.;Prašom atnešti dvi juodas kavas ir vieną arbatą.; ;;vlkk;;4.01248836517334;3.2138564586639404;-0.7986319065093994;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Bet kokia dozė gali sukelti atsitiktinių reiškinių – genetinių pokyčių ar vėžinių susirgimų.;Bet kokia dozė gali sukelti atsitiktinius reiškinius – genetinius pokyčius ar vėžinius susirgimus.; ; ;vlkk-extra;https://vlkk.lt/konsultacijos/978-galininkas-kilmininkas;3.033820152282715;2.6532559394836426;-0.38056421279907227;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Prašau duoti arbatos.;Prašau duoti arbatą.; ;;ChatGPT;;5.296475410461426;5.31406831741333;0.017592906951904297;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Paragavo vaisių mišinio.;Paragavo vaisių mišinį.; ;;ChatGPT;;5.7448015213012695;5.712897300720215;-0.03190422058105469;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ji turi žinių apie projektą.;Ji turi žinias apie projektą.; ;;ChatGPT;;3.933814764022827;4.221806049346924;0.2879912853240967;correct
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Į arbatą įdėk medaus.;Į arbatą įdėk medų.; ;;ChatGPT;;3.9954965114593506;3.815687417984009;-0.1798090934753418;incorrect
;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Ar turite šviežių uogų?;Ar turite šviežias uogas?; ;;ChatGPT;;3.259230852127075;3.7633941173553467;0.5041632652282715;correct
52.0;1;Use of Cases;4;3.4 Accusative case;1;3.4.1 Accusative case should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive).;1;;Karšto vandens turime kartą per savaitę.;Karštą vandenį turime kartą per savaitę.; ;;vlkk;;3.1295688152313232;3.6201024055480957;0.49053359031677246;correct
53.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nedarinėk durų!;Nedarinėk duris!; ;;vlkk;;8.484299659729004;8.431486129760742;-0.05281352996826172;incorrect
54.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Kodėl neužsisakėte mūsų žurnalo?;Kodėl neužsisakėte mūsų žurnalą?; ;;vlkk;;2.7084801197052;2.6245174407958984;-0.08396267890930176;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprašyk manęs tokių dalykų.;Neprašyk mane tokių dalykų.; ; ;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;2.8573689460754395;3.744015693664551;0.8866467475891113;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negirk pradžios, girk pabaigą.;Negirk pradžią, girk pabaigą.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.3818254470825195;5.104053020477295;-0.2777724266052246;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Nebandykite šio recepto.;Nebandykite šį receptą.;;;ChatGPT;;5.383877277374268;5.383952617645264;7.534027099609375e-05;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neužfiksavome triukšmo padidėjimo.;Neužfiksavome triukšmo padidėjimą.; ;;ChatGPT;;3.366173505783081;3.2613439559936523;-0.10482954978942871;incorrect
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neišgirdau tavo klausimo.;Neišgirdau tavo klausimą.; ;;ChatGPT;;2.89633846282959;3.1709072589874268;0.2745687961578369;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Negalime užtikrinti tokios kokybės.;Negalime užtikrinti tokią kokybę.; ;;ChatGPT;;1.9743847846984863;2.1824026107788086;0.20801782608032227;correct
;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Neprisimenu tų laikų.;Neprisimenu tuos laikus.; ;;ChatGPT;;5.2050957679748535;5.131883144378662;-0.0732126235961914;incorrect
55.0;1;Use of Cases;4;3.4 Accusative case;2;3.4.2 Accusative case should not be used to express the direct object next to a negative verb (instead of the genitive).;1;;Šių užrašų nevadinčiau reportažu.;Šiuos užrašus nevadinčiau reportažu.; ;;vlkk;;2.983020782470703;3.006992816925049;0.023972034454345703;correct
56.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjo linų rauti.;Išėjo linus rauti.; ;;vlkk;;6.483957290649414;7.15277099609375;0.6688137054443359;correct
57.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Atvyko skaityti paskaitų.;Atvyko skaityti paskaitas.; ;;vlkk;;5.567474842071533;5.202374458312988;-0.3651003837585449;incorrect
58.0;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Nuvažiavo atsiimti dokumentų.;Nuvažiavo atsiimti dokumentus.; ;;vlkk;;4.590208053588867;4.314091205596924;-0.27611684799194336;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Išėjau parsivesti vaiko.;Išėjau parsivesti vaiką.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;4.964251518249512;4.208439350128174;-0.7558121681213379;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Vaikinas išėjo pieno nupirkti.;Vaikinas išėjo pieną nupirkti.; ;;ChatGPT;;3.649336099624634;3.6691436767578125;0.01980757713317871;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Mama atėjo knygų pasiimti.;Mama atėjo knygas pasiimti.; ;;ChatGPT;;3.778357744216919;3.7702465057373047;-0.008111238479614258;incorrect
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Įslinko pasiimti dokumentų iš kabineto.;Įslinko pasiimti dokumentus iš kabineto.; ;;ChatGPT;;2.8649473190307617;3.1332077980041504;0.26826047897338867;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Ji nuvyko sumokėti sąskaitų į banką.;Ji nuvyko sumokėti sąskaitas į banką.; ;;ChatGPT;;4.358927249908447;4.390785217285156;0.031857967376708984;correct
;1;Use of Cases;4;3.4 Accusative case;3;3.4.3 Accusative case should not be used with verbs of motion to express purpose or aim when the accusative cannot stand alone without the infinitive.;1;;Užsuko giminių aplankyti.;Užsuko gimines aplankyti.; ;;ChatGPT;;5.714400768280029;6.536996841430664;0.8225960731506348;correct
